Metabolites,FC,FDR,sign
LIPID-N-0129,0.946762019,0.599593158,non significant
LIPID-N-0131,0.927363024,0.413729868,non significant
LIPID-N-0132,0.921596837,0.591478365,non significant
LIPID-N-0134,1.003593257,0.999549955,non significant
LIPID-N-0136,1.0017185,0.526480384,non significant
LIPID-N-0138,0.918912819,0.291270862,non significant
LIPID-N-0139,1.035992412,0.739269117,non significant
LIPID-N-0140,1.034669682,0.761132654,non significant
LIPID-N-0141,1.016936492,0.99837407,non significant
LIPID-N-0142,0.980559163,0.763859988,non significant
LIPID-N-0143,0.974395275,0.688305214,non significant
LIPID-N-0144,0.966817053,0.528704395,non significant
LIPID-N-0147,1.165186792,0.253233578,non significant
LIPID-N-0148,1.009077173,0.958251276,non significant
LIPID-N-0149,0.962016719,0.848948342,non significant
LIPID-N-0150,0.964153381,0.851992086,non significant
LIPID-N-0151,1.025447271,0.833400444,non significant
LIPID-N-0152,1.012612355,0.890560665,non significant
LIPID-N-0154,0.942109028,0.5902882,non significant
LIPID-N-0155,1.092952703,0.406530697,non significant
LIPID-N-0157,0.967685505,0.854233643,non significant
LIPID-N-0158,1.093674392,0.437790168,non significant
LIPID-N-0159,1.045314513,0.618664922,non significant
LIPID-N-0161,1.020836902,0.796895442,non significant
LIPID-N-0162,1.163164235,0.313405027,non significant
LIPID-N-0163,1.021890959,0.666035124,non significant
LIPID-N-0164,1.116360809,0.454739183,non significant
LIPID-N-0165,0.998577427,0.899543222,non significant
LIPID-N-0167,0.910630849,0.284723985,non significant
LIPID-N-0170,1.038599512,0.396437484,non significant
LIPID-N-0175,1.023350112,0.901524543,non significant
LIPID-N-0176,0.946919766,0.637747213,non significant
LIPID-N-0178,1.01987228,0.941679875,non significant
LIPID-N-0179,1.046601002,0.760207455,non significant
LIPID-N-0180,0.944768675,0.954782118,non significant
LIPID-N-0181,1.064420347,0.38856496,non significant
LIPID-N-0187,0.990109362,0.903283346,non significant
LIPID-N-0217,1.00726271,0.820579751,non significant
LIPID-N-0230,1.045564158,0.497478058,non significant
LIPID-N-0234,0.928850244,0.057070281,non significant
LIPID-N-0235,0.953055575,0.359215526,non significant
LIPID-N-0239,1.033953664,0.714412495,non significant
LIPID-N-0240,0.91156413,0.099717524,non significant
LIPID-N-0254,0.945733105,0.287869957,non significant
LIPID-N-0260,0.934691192,0.689004649,non significant
LIPID-N-0262,1.097514188,0.463245252,non significant
LIPID-N-0270,0.850368907,0.047196123,Lower in AD
LIPID-N-0271,0.966476934,0.666035124,non significant
LIPID-N-0274,1.007269655,0.84327389,non significant
LIPID-N-0276,1.025615249,0.448833929,non significant
LIPID-N-0285,0.968758191,0.796895442,non significant
LIPID-N-0287,0.848541346,0.130187717,non significant
LIPID-N-0292,1.016780816,0.558297481,non significant
LIPID-N-0304,0.892349548,0.064717294,non significant
LIPID-N-0320,0.850456982,0.028098349,Lower in AD
LIPID-N-0323,1.120312943,0.529542295,non significant
LIPID-N-0334,1.027822723,0.99837407,non significant
LIPID-N-0335,1.055949073,0.666035124,non significant
LIPID-N-0350,0.929131429,0.393852687,non significant
LIPID-N-0352,0.925828686,0.5478755,non significant
LIPID-N-0353,0.847652858,0.085523247,non significant
LIPID-N-0354,1.05906469,0.495106624,non significant
LIPID-N-0355,0.932533975,0.505951656,non significant
LIPID-N-0365,1.01085755,0.857751027,non significant
LIPID-N-0368,0.884175419,0.308567787,non significant
LIPID-N-0369,1.060817192,0.763947743,non significant
LIPID-N-0370,0.94535152,0.532081864,non significant
LIPID-N-0371,0.840146117,0.167644351,non significant
LIPID-N-0372,0.95850995,0.614986543,non significant
LIPID-N-0373,0.912954236,0.475509771,non significant
LIPID-N-0382,0.774433608,0.168135036,non significant
LIPID-N-0383,0.984015918,0.791698087,non significant
LIPID-N-0387,0.948793186,0.579345151,non significant
LIPID-N-0388,0.990310284,0.988929283,non significant
LIPID-N-0397,1.01451777,0.666035124,non significant
LIPID-N-0398,0.829984171,0.159188311,non significant
LIPID-N-0400,0.982008442,0.450766512,non significant
LIPID-N-0401,1.128916416,0.576133436,non significant
LIPID-N-0402,0.944647604,0.609987215,non significant
LIPID-N-0403,1.027199781,0.781151568,non significant
LIPID-N-0406,1.100968938,0.656291737,non significant
LIPID-N-0413,0.952156611,0.560613836,non significant
LIPID-N-0414,0.883621269,0.152869393,non significant
LIPID-N-0417,1.077672073,0.255914292,non significant
LIPID-N-0421,0.812400054,0.015809876,Lower in AD
LIPID-N-0432,0.990305863,0.958251276,non significant
LIPID-N-0433,0.831079845,0.130370692,non significant
LIPID-N-0435,0.805533709,0.089264091,non significant
LIPID-N-0438,0.953194833,0.519271746,non significant
LIPID-N-0440,0.861374445,0.140735501,non significant
LIPID-N-0442,0.998799405,0.996366714,non significant
LIPID-N-0446,1.008135584,0.608280706,non significant
LIPID-N-0447,0.804858795,0.046078633,Lower in AD
LIPID-N-0449,1.000961512,0.810010847,non significant
LIPID-N-0453,0.93493317,0.511283955,non significant
LIPID-N-0455,0.938275722,0.517657893,non significant
LIPID-N-0469,1.027486131,0.72705359,non significant
LIPID-N-0471,0.925168874,0.450766512,non significant
LIPID-N-0475,1.206534991,0.405893858,non significant
LIPID-N-0478,1.047929792,0.666035124,non significant
LIPID-N-0479,1.028478258,0.568803758,non significant
LIPID-N-0480,0.98000273,0.67628273,non significant
LIPID-N-0482,0.935545845,0.5478755,non significant
LIPID-N-0490,1.082013971,0.730346052,non significant
LIPID-N-0491,1.072587797,0.380545794,non significant
LIPID-N-0493,0.99994427,0.957432223,non significant
LIPID-N-0494,1.031624177,0.990982086,non significant
LIPID-N-0495,0.968558697,0.619169035,non significant
LIPID-N-0496,0.926846138,0.548490011,non significant
LIPID-N-0502,0.877571405,0.277776488,non significant
LIPID-N-0508,0.935887891,0.430948602,non significant
LIPID-N-0509,1.00051977,0.934038493,non significant
LIPID-N-0514,0.853209248,0.184521808,non significant
LIPID-N-0521,0.844240517,0.225979222,non significant
LIPID-N-0522,1.08283443,0.70731748,non significant
LIPID-N-0523,1.058200273,0.666035124,non significant
LIPID-N-0524,0.940041642,0.354470025,non significant
LIPID-N-0528,1.024526337,0.900053646,non significant
LIPID-N-0529,0.989055479,0.905788313,non significant
LIPID-N-0538,0.925919622,0.417797158,non significant
LIPID-N-0544,1.054556343,0.970851775,non significant
LIPID-N-0551,1.00174197,0.761132654,non significant
LIPID-N-0579,1.012126118,0.563101154,non significant
LIPID-N-0589,0.9554367,0.519405418,non significant
LIPID-N-0602,1.083423543,0.253233578,non significant
LIPID-N-0611,1.042813273,0.955186905,non significant
LIPID-N-0615,1.124637654,0.382120202,non significant
LIPID-N-0618,1.01361749,0.999782525,non significant
LIPID-N-0619,1.090050511,0.490146783,non significant
LIPID-N-0633,1.008845958,0.958752122,non significant
LIPID-N-0639,0.933765978,0.487437602,non significant
LIPID-N-0643,0.885472713,0.128050517,non significant
LIPID-N-0647,0.834233488,0.012910183,Lower in AD
LIPID-N-0650,0.965186344,0.519405418,non significant
LIPID-P-0001,1.030299619,0.633082918,non significant
LIPID-P-0002,1.095742791,0.382120202,non significant
LIPID-P-0003,0.999826703,0.706046055,non significant
LIPID-P-0004,0.981869606,0.754854912,non significant
LIPID-P-0005,0.934496435,0.325653476,non significant
LIPID-P-0006,1.168986806,0.38856496,non significant
LIPID-P-0007,1.137756248,0.69622897,non significant
LIPID-P-0008,0.97604869,0.740253181,non significant
LIPID-P-0009,1.114723059,0.354470025,non significant
LIPID-P-0010,1.198877858,0.492554752,non significant
LIPID-P-0011,1.037060213,0.527581701,non significant
LIPID-P-0012,0.914750163,0.476829471,non significant
LIPID-P-0013,1.227778193,0.382496712,non significant
LIPID-P-0014,1.200649789,0.337513031,non significant
LIPID-P-0015,0.974913035,0.31077909,non significant
LIPID-P-0016,1.100397076,0.614482382,non significant
LIPID-P-0017,1.172407125,0.260310823,non significant
LIPID-P-0018,0.730316976,0.129968989,non significant
LIPID-P-0019,1.022937564,0.595173915,non significant
LIPID-P-0020,1.010032835,0.375263622,non significant
LIPID-P-0021,1.097546406,0.293501795,non significant
LIPID-P-0022,1.118992177,0.482297814,non significant
LIPID-P-0023,0.979543935,0.684368387,non significant
LIPID-P-0024,1.028582807,0.956053916,non significant
LIPID-P-0025,1.047542342,0.796895442,non significant
LIPID-P-0026,1.192391403,0.382120202,non significant
LIPID-P-0027,0.979987873,0.77592713,non significant
LIPID-P-0028,0.940450782,0.275824496,non significant
LIPID-P-0029,1.068121511,0.904610304,non significant
LIPID-P-0030,1.006206587,0.890924907,non significant
LIPID-P-0031,0.901863442,0.346313862,non significant
LIPID-P-0032,0.91135373,0.417214039,non significant
LIPID-P-0033,1.100691901,0.595015967,non significant
LIPID-P-0034,0.946164304,0.516511868,non significant
LIPID-P-0035,1.210873403,0.47170333,non significant
LIPID-P-0036,1.091687321,0.872154466,non significant
LIPID-P-0037,1.311032471,0.248353535,non significant
LIPID-P-0038,1.159063407,0.532081864,non significant
LIPID-P-0039,1.318698278,0.061030692,non significant
LIPID-P-0042,1.139678155,0.253233578,non significant
LIPID-P-0045,1.238354971,0.375263622,non significant
LIPID-P-0046,1.039193927,0.996618569,non significant
LIPID-P-0047,1.294251193,0.278675469,non significant
LIPID-P-0048,1.373894858,0.095129496,non significant
LIPID-P-0049,1.125276073,0.139996367,non significant
LIPID-P-0050,1.165719837,0.057256104,non significant
LIPID-P-0051,1.267389265,0.61843654,non significant
LIPID-P-0052,1.023443312,0.442907466,non significant
LIPID-P-0054,1.144404342,0.731140553,non significant
LIPID-P-0056,1.057409224,0.286478579,non significant
LIPID-P-0057,0.963324394,0.5014071,non significant
LIPID-P-0064,1.156550406,0.195125058,non significant
LIPID-P-0066,1.026855811,0.590757556,non significant
LIPID-P-0073,0.977917981,0.615828685,non significant
LIPID-P-0077,1.021286789,0.975040111,non significant
LIPID-P-0079,1.105846785,0.282260192,non significant
LIPID-P-0095,0.983930126,0.787579081,non significant
LIPID-P-0105,0.851455047,0.074571899,non significant
LIPID-P-0106,0.857369766,0.168828527,non significant
LIPID-P-0107,1.112860885,0.666035124,non significant
LIPID-P-0111,0.956372936,0.46254238,non significant
LIPID-P-0113,1.004797986,0.839404864,non significant
LIPID-P-0120,1.013688926,0.833006269,non significant
LIPID-P-0121,1.013309664,0.900053646,non significant
LIPID-P-0122,0.967078237,0.599133279,non significant
LIPID-P-0124,1.034456671,0.851992086,non significant
LIPID-P-0137,0.943371753,0.352306956,non significant
LIPID-P-0139,0.869592107,0.09765309,non significant
LIPID-P-0142,1.010197347,0.900053646,non significant
LIPID-P-0159,0.952916898,0.487437602,non significant
LIPID-P-0161,0.777619398,0.054526845,non significant
LIPID-P-0162,1.005843486,0.960424758,non significant
LIPID-P-0169,1.028699645,0.254979041,non significant
LIPID-P-0171,1.031745549,0.253233578,non significant
LIPID-P-0182,1.245772758,0.645623581,non significant
LIPID-P-0188,1.020663776,0.615044053,non significant
LIPID-P-0196,0.871815303,0.25744461,non significant
LIPID-P-0201,0.845891298,0.128050517,non significant
LIPID-P-0213,0.978790434,0.590757556,non significant
LIPID-P-0214,0.814178631,0.120702547,non significant
LIPID-P-0217,0.743602525,0.053955073,non significant
LIPID-P-0218,0.852726538,0.240964357,non significant
LIPID-P-0224,0.884204887,0.343294436,non significant
LIPID-P-0225,0.8365652,0.1998438,non significant
LIPID-P-0229,0.813878371,0.089041479,non significant
LIPID-P-0239,0.888018236,0.580598442,non significant
LIPID-P-0240,0.816359135,0.110383016,non significant
LIPID-P-0243,0.844676926,0.110383016,non significant
LIPID-P-0247,0.852492908,0.257882382,non significant
LIPID-P-0251,0.809546539,0.230203865,non significant
LIPID-P-0252,0.829953829,0.254979041,non significant
LIPID-P-0259,0.819008776,0.163266513,non significant
LIPID-P-0260,0.955344917,0.409791751,non significant
LIPID-P-0261,0.826014035,0.134357868,non significant
LIPID-P-0269,0.765743249,0.042505524,Lower in AD
LIPID-P-0271,0.755608911,0.063808083,non significant
LIPID-P-0274,1.023097996,0.501963886,non significant
LIPID-P-0275,1.058489193,0.299208595,non significant
LIPID-P-0276,1.02228804,0.602805908,non significant
LIPID-P-0302,1.026336235,0.784606365,non significant
LIPID-P-0303,0.986328891,0.666035124,non significant
LIPID-P-0304,0.961827141,0.60452168,non significant
LIPID-P-0306,0.895184123,0.222645537,non significant
LIPID-P-0331,0.872044126,0.132384104,non significant
LIPID-P-0332,1.021836731,0.760424591,non significant
LIPID-P-0334,1.073023734,0.532081864,non significant
LIPID-P-0351,0.957018305,0.53703172,non significant
LIPID-P-0357,0.926255566,0.129968989,non significant
LIPID-P-0359,0.954562579,0.461355205,non significant
LIPID-P-0361,0.982070471,0.662576526,non significant
LIPID-P-0364,1.005022035,0.810010847,non significant
LIPID-P-0365,1.080479189,0.278653483,non significant
LIPID-P-0367,0.902974124,0.864377175,non significant
LIPID-P-0372,0.945531152,0.441867521,non significant
LIPID-P-0375,1.370954122,0.177035078,non significant
LIPID-P-0377,1.231520674,0.020608768,Higher in AD
LIPID-P-0378,0.913208382,0.185420812,non significant
LIPID-P-0382,1.070248016,0.336450253,non significant
LIPID-P-0387,1.133925583,0.269500166,non significant
LIPID-P-0393,0.568007522,0.000375895,Lower in AD
LIPID-P-0394,0.935727505,0.282260192,non significant
LIPID-P-0395,0.921911605,0.329663458,non significant
LIPID-P-0396,1.002184852,0.988929283,non significant
LIPID-P-0397,1.004474056,0.931893872,non significant
LIPID-P-0399,0.998877663,0.981485493,non significant
LIPID-P-0400,0.988330189,0.858242373,non significant
LIPID-P-0401,0.9912063,0.937048893,non significant
LIPID-P-0403,0.934220096,0.370716947,non significant
LIPID-P-0404,0.97567776,0.685938097,non significant
LIPID-P-0405,1.024111895,0.956286913,non significant
LIPID-P-0423,0.936359379,0.580598442,non significant
LIPID-P-0425,1.072508611,0.602596324,non significant
LIPID-P-0438,0.991674047,0.783391008,non significant
LIPID-P-0440,0.921007623,0.195638872,non significant
LIPID-P-0441,1.054879637,0.614986543,non significant
LIPID-P-0445,0.928604178,0.219255316,non significant
LIPID-P-0455,0.956677662,0.375263622,non significant
LIPID-P-0471,1.184945939,0.797538405,non significant
LIPID-P-0473,1.076854074,0.547272782,non significant
LIPID-P-0474,1.099383596,0.033004852,Higher in AD
LIPID-P-0475,1.002561286,0.966127108,non significant
LIPID-P-0476,0.912701881,0.086971221,non significant
LIPID-P-0477,0.891715059,0.080739784,non significant
LIPID-P-0480,1.122005714,0.487437602,non significant
LIPID-P-0482,1.043369505,0.375263622,non significant
LIPID-P-0486,1.073229294,0.353685858,non significant
LIPID-P-0487,1.134003587,0.375263622,non significant
LIPID-P-0491,0.880072961,0.036833553,Lower in AD
LIPID-P-0492,0.928464368,0.046078633,Lower in AD
LIPID-P-0495,0.924745308,0.324449956,non significant
LIPID-P-0496,0.965465041,0.603712892,non significant
LIPID-P-0497,0.873428976,0.072838209,non significant
LIPID-P-0499,0.935524941,0.424906071,non significant
LIPID-P-0503,1.069259088,0.336450253,non significant
LIPID-P-0504,1.118796819,0.200245456,non significant
LIPID-P-0509,0.993994262,0.888190951,non significant
LIPID-P-0510,0.97893041,0.694339451,non significant
LIPID-P-0512,1.147864321,0.060314016,non significant
LIPID-P-0513,1.096050911,0.70248639,non significant
LIPID-P-0514,1.066038124,0.666035124,non significant
LIPID-P-0519,1.234593296,0.050854243,non significant
LIPID-P-0520,0.919947347,0.289828067,non significant
LIPID-P-0521,0.921006527,0.358150914,non significant
LIPID-P-0524,0.947839457,0.291270862,non significant
LIPID-P-0525,0.977246224,0.530755986,non significant
LIPID-P-0528,1.109378536,0.421344453,non significant
LIPID-P-0530,1.036549827,0.763859988,non significant
LIPID-P-0531,0.91777051,0.375263622,non significant
LIPID-P-0532,1.032890468,0.615044053,non significant
LIPID-P-0533,0.97314187,0.754854912,non significant
LIPID-P-0535,0.845132865,0.015938626,Lower in AD
LIPID-P-0536,0.897546437,0.127719799,non significant
LIPID-P-0537,0.97176856,0.833400444,non significant
LIPID-P-0538,1.025101872,0.6995086,non significant
LIPID-P-0543,0.885399058,0.071493823,non significant
LIPID-P-0544,0.834832175,0.020454501,Lower in AD
LIPID-P-0545,0.843249581,0.03187403,Lower in AD
LIPID-P-0546,0.881393041,0.064338783,non significant
LIPID-P-0547,1.011641932,0.970851775,non significant
LIPID-P-0548,1.054649604,0.695551323,non significant
LIPID-P-0549,0.94959519,0.520484896,non significant
LIPID-P-0550,0.875122425,0.212437576,non significant
LIPID-P-0551,0.867763994,0.155228044,non significant
LIPID-P-0553,0.58054358,0.005071856,Lower in AD
LIPID-P-0554,0.930506426,0.177035078,non significant
LIPID-P-0555,0.910848163,0.255914292,non significant
LIPID-P-0556,1.008030969,0.676778417,non significant
LIPID-P-0557,1.078097471,0.358732122,non significant
LIPID-P-0558,1.128939771,0.064717294,non significant
LIPID-P-0559,0.979860567,0.800664427,non significant
LIPID-P-0560,0.990256263,0.851992086,non significant
LIPID-P-0561,0.973647866,0.509013523,non significant
LIPID-P-0562,1.121814684,0.1998438,non significant
LIPID-P-0563,1.133845266,0.120702547,non significant
LIPID-P-0564,0.856313374,0.099292287,non significant
LIPID-P-0565,0.913991991,0.283262135,non significant
LIPID-P-0566,0.980913989,0.689004649,non significant
LIPID-P-0567,1.039926203,0.700263501,non significant
LIPID-P-0568,0.873817448,0.061030692,non significant
LIPID-P-0569,0.910396659,0.243863375,non significant
LIPID-P-0577,1.169629098,0.405893858,non significant
LIPID-P-0578,1.099990504,0.618664922,non significant
LIPID-P-0580,0.960525133,0.548490011,non significant
LIPID-P-0581,0.867613855,0.182644436,non significant
LIPID-P-0585,0.976966548,0.5902882,non significant
LIPID-P-0586,0.953798493,0.497683758,non significant
LIPID-P-0587,0.952348926,0.483110618,non significant
LIPID-P-0588,0.903424141,0.230552388,non significant
LIPID-P-0595,1.002838232,0.552469267,non significant
LIPID-P-0603,0.97065033,0.783517327,non significant
LIPID-P-0610,1.022757265,0.72705359,non significant
LIPID-P-0612,1.064372665,0.867959407,non significant
LIPID-P-0617,0.955706574,0.737851578,non significant
LIPID-P-0618,0.981536663,0.883450987,non significant
LIPID-P-0623,0.911249546,0.203681148,non significant
LIPID-P-0626,0.931410716,0.275824496,non significant
LIPID-P-0629,0.878476034,0.168828527,non significant
LIPID-P-0630,0.880448727,0.099717524,non significant
LIPID-P-0631,0.824638353,0.05106909,non significant
LIPID-P-0637,0.831087552,0.041330691,Lower in AD
LIPID-P-0640,0.819586902,0.015184263,Lower in AD
LIPID-P-0642,0.826275422,0.020454501,Lower in AD
LIPID-P-0647,0.791689235,0.006881022,Lower in AD
LIPID-P-0648,0.672483622,0.009457274,Lower in AD
LIPID-P-0649,0.81097832,0.039212676,Lower in AD
LIPID-P-0650,0.863774423,0.077214296,non significant
LIPID-P-0652,0.839445755,0.012910183,Lower in AD
LIPID-P-0654,0.794377597,0.012910183,Lower in AD
LIPID-P-0657,0.870854629,0.130370692,non significant
LIPID-P-0658,0.801297274,0.010102187,Lower in AD
LIPID-P-0660,0.797555535,0.013990489,Lower in AD
LIPID-P-0661,0.997509379,0.974235678,non significant
LIPID-P-0662,0.786027938,0.008143328,Lower in AD
LIPID-P-0663,0.899554933,0.167736567,non significant
LIPID-P-0664,0.833687496,0.042505524,Lower in AD
LIPID-P-0727,1.006303541,0.36665133,non significant
LIPID-P-0728,1.018997025,0.160562783,non significant
LIPID-P-0729,0.879338724,0.065375167,non significant
LIPID-P-0730,1.056475733,0.411956185,non significant
LIPID-P-0731,0.991350345,0.955461904,non significant
LIPID-P-0732,0.993801899,0.623961826,non significant
LIPID-P-0734,0.791828427,0.012910183,Lower in AD
LIPID-P-0735,1.000057852,0.346313862,non significant
LIPID-P-0736,0.884764409,0.08659433,non significant
LIPID-P-0737,0.907680972,0.168828527,non significant
LIPID-P-0738,1.045318287,0.210254224,non significant
LIPID-P-0739,0.923721672,0.22536607,non significant
LIPID-P-0740,0.973840512,0.591478365,non significant
LIPID-P-0741,0.956215705,0.49257836,non significant
LIPID-P-0742,0.89778872,0.052616665,non significant
LIPID-P-0743,0.801136497,0.007613204,Lower in AD
LIPID-P-0744,0.880006645,0.042505524,Lower in AD
LIPID-P-0745,0.844586497,0.013180098,Lower in AD
LIPID-P-0746,0.883081643,0.050854243,non significant
LIPID-P-0748,0.887702592,0.05795588,non significant
LIPID-P-0749,0.983691133,0.793336499,non significant
LIPID-P-0750,1.008476212,0.959740001,non significant
LIPID-P-0751,0.890346602,0.046078633,Lower in AD
LIPID-P-0752,0.974535674,0.591593336,non significant
LIPID-P-0754,1.009135887,0.961505785,non significant
LIPID-P-0755,0.84763732,0.182371856,non significant
LIPID-P-0756,0.921237723,0.14098685,non significant
LIPID-P-0757,0.887165981,0.064717294,non significant
LIPID-P-0758,1.098925847,0.179367912,non significant
LIPID-P-0759,1.014579366,0.923270447,non significant
LIPID-P-0760,1.042018822,0.724880274,non significant
LIPID-P-0761,0.89304806,0.052616665,non significant
LIPID-P-0762,0.890806059,0.06531827,non significant
LIPID-P-0763,1.016298358,0.796895442,non significant
LIPID-P-0764,0.916388313,0.268193025,non significant
LIPID-P-0765,1.098325696,0.073510637,non significant
LIPID-P-0766,1.012238833,0.843008546,non significant
LIPID-P-0767,1.139345928,0.086971221,non significant
LIPID-P-0768,0.931101747,0.255156674,non significant
LIPID-P-0769,1.018943884,0.465039217,non significant
LIPID-P-0771,0.563023009,0.778208495,non significant
LIPID-P-0772,0.877807308,0.188751686,non significant
LIPID-P-0773,0.936302804,0.341165057,non significant
LIPID-P-0777,1.098967225,0.253233578,non significant
LIPID-P-0780,1.109985366,0.833141986,non significant
LIPID-P-0782,1.091146784,0.313623891,non significant
LIPID-P-0783,0.931117503,0.224870396,non significant
LIPID-P-0784,1.065081832,0.273051994,non significant
LIPID-P-0785,1.130988788,0.74986051,non significant
LIPID-P-0786,1.102267343,0.441867521,non significant
LIPID-P-0787,1.082036163,0.627804601,non significant
LIPID-P-0788,1.005594351,0.631211586,non significant
LIPID-P-0789,1.010343774,0.430948602,non significant
LIPID-P-0791,0.985254979,0.494127984,non significant
LIPID-P-0793,0.970274378,0.731231707,non significant
LIPID-P-0794,0.9684313,0.602596324,non significant
LIPID-P-0798,0.849601909,0.324449956,non significant
LIPID-P-0802,0.983469823,0.805527116,non significant
LIPID-P-0804,0.955412771,0.910691564,non significant
LIPID-P-0819,1.237869307,0.274602171,non significant
LIPID-P-0820,1.205982983,0.134753489,non significant
LIPID-P-0822,0.823825383,0.176437923,non significant
LIPID-P-0823,1.240011161,0.358732122,non significant
LIPID-P-0824,1.293458935,0.25744461,non significant
LIPID-P-0827,1.247897942,0.615044053,non significant
LIPID-P-0828,1.161139436,0.292148379,non significant
LIPID-P-0829,0.99321273,0.370145085,non significant
LIPID-P-0831,1.048357154,0.676778417,non significant
LIPID-P-0833,1.030883609,0.283262135,non significant
LIPID-P-0834,1.089445104,0.472775529,non significant
LIPID-P-0835,1.070581718,0.935076455,non significant
LIPID-P-0836,1.022843481,0.430948602,non significant
LIPID-P-0837,1.035629802,0.562756327,non significant
LIPID-P-0842,0.934621859,0.336450253,non significant
LIPID-P-0845,0.882347176,0.248946006,non significant
LIPID-P-0846,0.893229143,0.225541026,non significant
LIPID-P-0848,0.865033715,0.163266513,non significant
LIPID-P-0849,0.842206873,0.187923984,non significant
LIPID-P-0851,1.079482308,0.511283955,non significant
LIPID-P-0852,0.832603177,0.129270214,non significant
LIPID-P-0853,0.736669934,0.090354951,non significant
LIPID-P-0858,0.579285706,0.046078633,Lower in AD
LIPID-P-0880,0.716520368,0.088069781,non significant
LIPID-P-0884,1.213004258,0.580598442,non significant
LIPID-P-0885,1.044003041,0.164202499,non significant
LIPID-P-0886,0.906885073,0.119164258,non significant
LIPID-P-0893,0.924455666,0.142862724,non significant
LIPID-P-0894,1.049072275,0.346313862,non significant
LIPID-P-0898,0.892448482,0.138116849,non significant
LIPID-P-0900,0.965568106,0.260310823,non significant
LIPID-P-0901,0.951555066,0.369221631,non significant
LIPID-P-0902,0.915779144,0.253720085,non significant
LIPID-P-0904,0.95803676,0.354470025,non significant
LIPID-P-0906,1.010291982,0.841320062,non significant
LIPID-P-0907,0.887201402,0.188291292,non significant
LIPID-P-0908,0.914965073,0.281794412,non significant
LIPID-P-0911,0.901287636,0.283262135,non significant
LIPID-P-0913,0.911332552,0.316754878,non significant
LIPID-P-0915,0.896504989,0.271734708,non significant
LIPID-P-0917,0.886858975,0.22536607,non significant
LIPID-P-0918,0.974956362,0.521133749,non significant
LIPID-P-0921,0.814331301,0.082832019,non significant
LIPID-P-0922,0.866752917,0.180955387,non significant
LIPID-P-0924,0.896278932,0.302651542,non significant
LIPID-P-0925,0.92908283,0.412980232,non significant
LIPID-P-0933,0.861730071,0.235746008,non significant
LIPID-P-0935,1.286717409,0.912740069,non significant
LIPID-P-0936,0.582970915,0.046078633,Lower in AD
LIPID-P-0955,1.085274096,0.380760275,non significant
LIPID-P-0956,0.894312309,0.105230475,non significant
LIPID-P-0957,1.039176356,0.291270862,non significant
LIPID-P-0961,0.95245339,0.177035078,non significant
LIPID-P-0962,0.915669149,0.134753489,non significant
LIPID-P-0965,0.813357099,0.105051407,non significant
LIPID-P-0968,0.979946611,0.627804601,non significant
LIPID-P-0970,0.963225992,0.526480384,non significant
LIPID-P-0971,0.917946358,0.352306956,non significant
LIPID-P-0972,0.910583665,0.273051994,non significant
LIPID-P-0973,0.876999523,0.182636902,non significant
LIPID-P-0974,1.000197032,0.812916962,non significant
LIPID-P-0977,0.94032492,0.580598442,non significant
LIPID-P-0978,0.861873982,0.090354951,non significant
LIPID-P-0979,0.888098768,0.235746008,non significant
LIPID-P-0981,0.953481062,0.580598442,non significant
LIPID-P-0982,0.871696489,0.119164258,non significant
LIPID-P-0983,0.909483809,0.313405027,non significant
LIPID-P-0984,0.851179281,0.290626551,non significant
LIPID-P-0987,0.808928409,0.024180916,Lower in AD
LIPID-P-0988,0.847198379,0.090354951,non significant
LIPID-P-0991,0.887128478,0.204044924,non significant
LIPID-P-0994,0.804096491,0.116197231,non significant
LIPID-P-0999,0.886728407,0.260310823,non significant
LIPID-P-1000,1.065544423,0.80401948,non significant
LIPID-P-1001,0.80447132,0.042505524,Lower in AD
LIPID-P-1026,0.629288963,0.041330691,Lower in AD
LIPID-P-1028,0.860927117,0.25744461,non significant
LIPID-P-1029,0.869540862,0.224389672,non significant
LIPID-P-1030,1.005402319,0.499384656,non significant
LIPID-P-1031,0.73526783,0.052616665,non significant
LIPID-P-1032,0.856734305,0.168135036,non significant
LIPID-P-1033,0.999524741,0.483110618,non significant
LIPID-P-1036,0.821209326,0.072838209,non significant
LIPID-P-1037,1.031819138,0.907712181,non significant
LIPID-P-1040,1.001793148,0.662576526,non significant
LIPID-P-1042,0.821578229,0.041992804,Lower in AD
LIPID-P-1043,0.931541149,0.430948602,non significant
LIPID-P-1046,0.99776218,0.724610525,non significant
LIPID-P-1048,0.895957933,0.099717524,non significant
LIPID-P-1052,0.805266094,0.047196123,Lower in AD
LIPID-P-1056,0.758631823,0.024686333,Lower in AD
LIPID-P-1060,0.870612608,0.14098685,non significant
LIPID-P-1061,0.843954865,0.240964357,non significant
LIPID-P-1062,0.831810866,0.044246131,Lower in AD
LIPID-P-1068,1.050372487,0.824804567,non significant
LIPID-P-1082,0.770182489,0.110245161,non significant
LIPID-P-1086,0.993632918,0.710429333,non significant
LIPID-P-1087,0.799201626,0.09765309,non significant
LIPID-P-1088,0.790852341,0.124534148,non significant
LIPID-P-1089,0.943536707,0.541438224,non significant
LIPID-P-1090,0.949662139,0.5478755,non significant
LIPID-P-1092,0.792672686,0.041330691,Lower in AD
LIPID-P-1094,0.855163384,0.122628944,non significant
LIPID-P-1095,0.913888636,0.478871724,non significant
LIPID-P-1096,0.882096199,0.253233578,non significant
