Metabolites,FC,FDR,sign
LIPID-N-0138,0.931070521,0.429564557,non significant
LIPID-N-0139,0.93830228,0.373226862,non significant
LIPID-N-0140,0.938532162,0.38575868,non significant
LIPID-N-0141,0.946136532,0.477581215,non significant
LIPID-N-0142,0.906015596,0.187334349,non significant
LIPID-N-0143,0.898420437,0.135967515,non significant
LIPID-N-0144,0.875039266,0.034832176,Lower in MCI
LIPID-N-0147,1.082955453,0.746304402,non significant
LIPID-N-0148,0.997359408,0.830216993,non significant
LIPID-N-0149,0.9048529,0.512851389,non significant
LIPID-N-0150,0.913703819,0.558192927,non significant
LIPID-N-0151,1.204488718,0.898393157,non significant
LIPID-N-0152,1.190410088,0.901511202,non significant
LIPID-N-0154,0.838920213,0.109310134,non significant
LIPID-N-0155,1.001159276,0.750651053,non significant
LIPID-N-0157,1.087214643,0.895488896,non significant
LIPID-N-0158,1.09642786,0.468584854,non significant
LIPID-N-0159,1.046383244,0.636359585,non significant
LIPID-N-0161,1.010349645,0.898393157,non significant
LIPID-N-0162,1.235124185,0.481717321,non significant
LIPID-N-0163,1.137177896,0.995259541,non significant
LIPID-N-0164,1.162354323,0.512851389,non significant
LIPID-N-0165,0.951415844,0.472411216,non significant
LIPID-N-0167,0.89179307,0.225413766,non significant
LIPID-N-0170,0.977310809,0.74019074,non significant
LIPID-N-0175,0.882589901,0.281421672,non significant
LIPID-N-0176,0.934312298,0.582120971,non significant
LIPID-N-0178,0.920467088,0.712846149,non significant
LIPID-N-0179,0.991030266,0.907401179,non significant
LIPID-N-0180,0.961418461,0.813522801,non significant
LIPID-N-0181,1.080695669,0.228455112,non significant
LIPID-N-0187,0.923375135,0.208372146,non significant
LIPID-N-0217,0.987949291,0.655140002,non significant
LIPID-N-0230,0.968782838,0.945131558,non significant
LIPID-N-0234,0.873769065,0.001052921,Lower in MCI
LIPID-N-0235,0.893355761,0.030509708,Lower in MCI
LIPID-N-0239,0.973409343,0.597859919,non significant
LIPID-N-0240,0.84446793,0.004161912,Lower in MCI
LIPID-N-0254,0.880027024,0.015804316,Lower in MCI
LIPID-N-0260,0.979401125,0.92658412,non significant
LIPID-N-0262,1.169116603,0.249279012,non significant
LIPID-N-0270,0.790016222,0.004368028,Lower in MCI
LIPID-N-0271,1.054194102,0.962813104,non significant
LIPID-N-0274,1.040461509,0.54879725,non significant
LIPID-N-0276,1.059211452,0.693197708,non significant
LIPID-N-0285,0.979140082,0.944175889,non significant
LIPID-N-0287,0.904112904,0.374155185,non significant
LIPID-N-0292,1.173119174,0.895962177,non significant
LIPID-N-0304,0.900359772,0.1062486,non significant
LIPID-N-0320,0.766635383,0.000302897,Lower in MCI
LIPID-N-0323,0.97092445,0.739874156,non significant
LIPID-N-0334,1.009632889,0.831663277,non significant
LIPID-N-0335,1.02927129,0.485774999,non significant
LIPID-N-0350,0.84101561,0.110855079,non significant
LIPID-N-0352,0.928809645,0.617621911,non significant
LIPID-N-0353,0.817006486,0.053219188,non significant
LIPID-N-0354,1.047975579,0.74019074,non significant
LIPID-N-0355,0.800670072,0.051775353,non significant
LIPID-N-0365,1.112952177,0.898393157,non significant
LIPID-N-0368,0.800394258,0.098168946,non significant
LIPID-N-0369,1.028229934,0.922861078,non significant
LIPID-N-0370,0.825823214,0.039123483,Lower in MCI
LIPID-N-0371,0.858954458,0.068513103,non significant
LIPID-N-0372,0.985442991,0.898393157,non significant
LIPID-N-0373,0.931446432,0.551011009,non significant
LIPID-N-0382,0.690855103,0.091159676,non significant
LIPID-N-0383,0.975814525,0.786933782,non significant
LIPID-N-0387,0.979087022,0.873190647,non significant
LIPID-N-0388,1.037203341,0.898393157,non significant
LIPID-N-0397,1.114068723,0.996077962,non significant
LIPID-N-0398,0.853230725,0.318629599,non significant
LIPID-N-0400,1.050557953,0.717843819,non significant
LIPID-N-0401,1.149385568,0.594270522,non significant
LIPID-N-0402,1.016590551,0.82755865,non significant
LIPID-N-0403,1.128364684,0.803311939,non significant
LIPID-N-0406,1.009893875,0.696797909,non significant
LIPID-N-0413,0.912317108,0.39413121,non significant
LIPID-N-0414,0.871279641,0.139592573,non significant
LIPID-N-0417,1.068311541,0.3298023,non significant
LIPID-N-0421,0.824631353,0.023313862,Lower in MCI
LIPID-N-0432,0.951887553,0.664783725,non significant
LIPID-N-0433,0.914168407,0.408574237,non significant
LIPID-N-0435,0.769841574,0.073496665,non significant
LIPID-N-0438,0.906404407,0.280529129,non significant
LIPID-N-0440,0.85289862,0.209566664,non significant
LIPID-N-0442,0.969788607,0.636155863,non significant
LIPID-N-0446,1.007970976,0.681204321,non significant
LIPID-N-0447,0.81346237,0.097389729,non significant
LIPID-N-0449,1.044344918,0.814487837,non significant
LIPID-N-0453,0.882007192,0.281421672,non significant
LIPID-N-0455,0.998294395,0.995166322,non significant
LIPID-N-0469,0.855432277,0.187334349,non significant
LIPID-N-0471,0.840840531,0.051602305,non significant
LIPID-N-0475,0.969496284,0.945131558,non significant
LIPID-N-0478,0.857779339,0.198062013,non significant
LIPID-N-0479,0.991719268,0.982960262,non significant
LIPID-N-0480,0.875065996,0.1164953,non significant
LIPID-N-0482,0.846348214,0.066560668,non significant
LIPID-N-0490,0.907595346,0.3606235,non significant
LIPID-N-0491,0.879289926,0.52264914,non significant
LIPID-N-0493,1.054707688,0.249279012,non significant
LIPID-N-0494,0.935140479,0.434238146,non significant
LIPID-N-0495,0.897907933,0.133700652,non significant
LIPID-N-0496,0.854339945,0.111740033,non significant
LIPID-N-0502,0.802283699,0.037678739,Lower in MCI
LIPID-N-0508,0.822326783,0.024559888,Lower in MCI
LIPID-N-0509,0.886005645,0.551287873,non significant
LIPID-N-0514,0.848439327,0.23031014,non significant
LIPID-N-0521,0.75974689,0.056014187,non significant
LIPID-N-0522,0.941115589,0.709650999,non significant
LIPID-N-0523,0.999642674,0.949754646,non significant
LIPID-N-0524,0.938286637,0.411820063,non significant
LIPID-N-0528,0.927869044,0.437302064,non significant
LIPID-N-0529,0.950093924,0.582120971,non significant
LIPID-N-0538,0.856543148,0.1062486,non significant
LIPID-N-0544,1.00991277,0.834982225,non significant
LIPID-N-0551,0.814049728,0.022418233,Lower in MCI
LIPID-N-0579,0.987762977,0.635825572,non significant
LIPID-N-0589,0.91200802,0.208372146,non significant
LIPID-N-0602,0.91702174,0.118130202,non significant
LIPID-N-0611,0.790924479,0.025763409,Lower in MCI
LIPID-N-0615,0.871645501,0.345188137,non significant
LIPID-N-0618,0.962652085,0.892330381,non significant
LIPID-N-0619,1.079775694,0.717891176,non significant
LIPID-N-0633,0.918030322,0.135967515,non significant
LIPID-N-0639,0.812319171,0.126191806,non significant
LIPID-N-0643,0.931126929,0.451092496,non significant
LIPID-N-0647,0.788437327,0.001190479,Lower in MCI
LIPID-N-0650,0.930800789,0.187334349,non significant
LIPID-P-0001,1.030796118,0.776698272,non significant
LIPID-P-0002,1.02901108,0.668094265,non significant
LIPID-P-0003,1.013815873,0.957755405,non significant
LIPID-P-0004,0.961020148,0.648268677,non significant
LIPID-P-0005,0.983854488,0.784420591,non significant
LIPID-P-0006,1.027582869,0.661114534,non significant
LIPID-P-0007,1.050019254,0.905209791,non significant
LIPID-P-0008,1.022461466,0.712846149,non significant
LIPID-P-0009,1.076105745,0.437150639,non significant
LIPID-P-0010,1.19258481,0.456428577,non significant
LIPID-P-0011,1.052793039,0.406851261,non significant
LIPID-P-0012,1.048225685,0.844256301,non significant
LIPID-P-0013,1.276473764,0.375155934,non significant
LIPID-P-0014,1.112716692,0.55169567,non significant
LIPID-P-0015,0.958262143,0.442052995,non significant
LIPID-P-0016,1.169221532,0.395067129,non significant
LIPID-P-0017,1.056274676,0.593976345,non significant
LIPID-P-0018,0.942767103,0.739874156,non significant
LIPID-P-0019,1.028766299,0.603378054,non significant
LIPID-P-0020,1.07221893,0.739874156,non significant
LIPID-P-0021,1.01318488,0.902556712,non significant
LIPID-P-0022,1.13195348,0.281421672,non significant
LIPID-P-0023,0.952131177,0.552675932,non significant
LIPID-P-0024,0.972182097,0.803311939,non significant
LIPID-P-0025,1.055156071,0.70161103,non significant
LIPID-P-0026,1.042672654,0.650198037,non significant
LIPID-P-0027,1.031675932,0.632052096,non significant
LIPID-P-0028,1.035077533,0.681204321,non significant
LIPID-P-0029,1.019647415,0.831663277,non significant
LIPID-P-0030,0.993129449,0.907401179,non significant
LIPID-P-0031,1.108480719,0.813522801,non significant
LIPID-P-0032,1.038358763,0.907401179,non significant
LIPID-P-0033,1.135303583,0.437150639,non significant
LIPID-P-0034,1.166752914,0.719343034,non significant
LIPID-P-0035,1.176014882,0.434200765,non significant
LIPID-P-0036,1.089487717,0.363591121,non significant
LIPID-P-0037,1.165523735,0.421346022,non significant
LIPID-P-0038,1.175159276,0.401146668,non significant
LIPID-P-0039,1.115043786,0.379087677,non significant
LIPID-P-0042,1.052098185,0.758453942,non significant
LIPID-P-0045,1.110467036,0.458895202,non significant
LIPID-P-0046,1.15790255,0.379308498,non significant
LIPID-P-0047,1.145395272,0.582120971,non significant
LIPID-P-0048,1.171638054,0.366873304,non significant
LIPID-P-0049,1.049885865,0.831895731,non significant
LIPID-P-0050,1.090503099,0.515203951,non significant
LIPID-P-0051,1.145769793,0.608631919,non significant
LIPID-P-0052,0.989241591,0.739874156,non significant
LIPID-P-0054,1.04688627,0.744519919,non significant
LIPID-P-0056,0.970392759,0.66569842,non significant
LIPID-P-0057,0.888124173,0.036084779,Lower in MCI
LIPID-P-0064,1.033127808,0.813522801,non significant
LIPID-P-0066,0.950922472,0.453366701,non significant
LIPID-P-0073,0.898495526,0.011988797,Lower in MCI
LIPID-P-0077,1.063023288,0.710545273,non significant
LIPID-P-0079,1.075889178,0.499294304,non significant
LIPID-P-0095,0.982965631,0.772215767,non significant
LIPID-P-0105,0.828415709,0.065388027,non significant
LIPID-P-0106,0.82190819,0.126035926,non significant
LIPID-P-0107,1.035557145,0.784420591,non significant
LIPID-P-0111,0.863419134,0.100326355,non significant
LIPID-P-0113,0.869525416,0.051775353,non significant
LIPID-P-0120,1.041000223,0.823585144,non significant
LIPID-P-0121,0.900155418,0.669675556,non significant
LIPID-P-0122,0.93500953,0.726512943,non significant
LIPID-P-0124,0.934659203,0.399543154,non significant
LIPID-P-0137,0.858219679,0.023313862,Lower in MCI
LIPID-P-0139,0.818123456,0.017984225,Lower in MCI
LIPID-P-0142,0.918253146,0.472258,non significant
LIPID-P-0159,0.83066032,0.074383504,non significant
LIPID-P-0161,0.72596735,0.009969733,Lower in MCI
LIPID-P-0162,0.984132557,0.814511315,non significant
LIPID-P-0169,1.013759678,0.615707104,non significant
LIPID-P-0171,0.9907101,0.822076405,non significant
LIPID-P-0182,1.425444454,0.779005046,non significant
LIPID-P-0188,1.039517778,0.503002607,non significant
LIPID-P-0196,0.938013158,0.70161103,non significant
LIPID-P-0201,0.958417429,0.636155863,non significant
LIPID-P-0213,0.999390539,0.945131558,non significant
LIPID-P-0214,0.889285272,0.468584854,non significant
LIPID-P-0217,0.881177843,0.452199992,non significant
LIPID-P-0218,0.974978546,0.86332992,non significant
LIPID-P-0224,0.924430114,0.563111973,non significant
LIPID-P-0225,1.065475283,0.92658412,non significant
LIPID-P-0229,0.921761438,0.582120971,non significant
LIPID-P-0239,0.969080208,0.892330381,non significant
LIPID-P-0240,0.894770517,0.438971986,non significant
LIPID-P-0243,0.956949547,0.655140002,non significant
LIPID-P-0247,1.001379204,0.949344245,non significant
LIPID-P-0251,0.989426977,0.968323096,non significant
LIPID-P-0252,0.971246453,0.895488896,non significant
LIPID-P-0259,0.965966545,0.858982682,non significant
LIPID-P-0260,1.132931141,0.927635985,non significant
LIPID-P-0261,0.892675227,0.347914725,non significant
LIPID-P-0269,0.885360626,0.355863213,non significant
LIPID-P-0271,0.866767609,0.350329064,non significant
LIPID-P-0274,1.011895667,0.773237717,non significant
LIPID-P-0275,1.02523081,0.612194948,non significant
LIPID-P-0276,1.010815703,0.830216993,non significant
LIPID-P-0302,0.932696313,0.174283065,non significant
LIPID-P-0303,0.912141438,0.645873595,non significant
LIPID-P-0304,0.922198488,0.66569842,non significant
LIPID-P-0306,0.923714158,0.474496876,non significant
LIPID-P-0331,0.879966848,0.281421672,non significant
LIPID-P-0332,0.864728411,0.071284593,non significant
LIPID-P-0334,0.953900067,0.617621911,non significant
LIPID-P-0351,0.963431756,0.681204321,non significant
LIPID-P-0357,0.904217688,0.037678739,Lower in MCI
LIPID-P-0359,0.876655462,0.038396028,Lower in MCI
LIPID-P-0361,0.94285273,0.323855098,non significant
LIPID-P-0364,0.929003413,0.255813657,non significant
LIPID-P-0365,1.021410586,0.830216993,non significant
LIPID-P-0367,1.012592888,0.582120971,non significant
LIPID-P-0372,0.949610796,0.498849538,non significant
LIPID-P-0375,1.385711137,0.66569842,non significant
LIPID-P-0377,1.152468939,0.691695623,non significant
LIPID-P-0378,0.873678138,0.045749008,Lower in MCI
LIPID-P-0382,0.997695332,0.981889499,non significant
LIPID-P-0387,1.203473489,0.137292131,non significant
LIPID-P-0393,0.597785533,0.001190479,Lower in MCI
LIPID-P-0394,0.880467691,0.019463734,Lower in MCI
LIPID-P-0395,0.865262101,0.051775353,non significant
LIPID-P-0396,0.927490174,0.346658854,non significant
LIPID-P-0397,0.94298746,0.28500048,non significant
LIPID-P-0399,0.936830848,0.339759089,non significant
LIPID-P-0400,0.937338222,0.411820063,non significant
LIPID-P-0401,0.941276882,0.571085812,non significant
LIPID-P-0403,0.930176615,0.427720652,non significant
LIPID-P-0404,0.931955893,0.497987677,non significant
LIPID-P-0405,0.923049592,0.421346022,non significant
LIPID-P-0423,0.843103357,0.120095668,non significant
LIPID-P-0425,0.976022587,0.934812234,non significant
LIPID-P-0438,0.931769506,0.191101032,non significant
LIPID-P-0440,0.882646772,0.048398869,Lower in MCI
LIPID-P-0441,0.970609231,0.661073084,non significant
LIPID-P-0445,0.926290988,0.261877137,non significant
LIPID-P-0455,0.931381618,0.173695656,non significant
LIPID-P-0471,0.893598825,0.493932463,non significant
LIPID-P-0473,0.973562627,0.82755865,non significant
LIPID-P-0474,0.967658742,0.577275473,non significant
LIPID-P-0475,0.920430406,0.122849897,non significant
LIPID-P-0476,0.880334943,0.018567809,Lower in MCI
LIPID-P-0477,0.894366436,0.113125236,non significant
LIPID-P-0480,0.977871857,0.921664232,non significant
LIPID-P-0482,0.98033812,0.83152938,non significant
LIPID-P-0486,0.924469754,0.666954449,non significant
LIPID-P-0487,1.105862966,0.82755865,non significant
LIPID-P-0491,0.876374166,0.032549372,Lower in MCI
LIPID-P-0492,0.891787105,0.003403494,Lower in MCI
LIPID-P-0495,0.882731947,0.165436152,non significant
LIPID-P-0496,0.902463315,0.209566664,non significant
LIPID-P-0497,0.833116913,0.011988797,Lower in MCI
LIPID-P-0499,0.964438579,0.691695623,non significant
LIPID-P-0503,1.061786871,0.374155185,non significant
LIPID-P-0504,1.038639252,0.945131558,non significant
LIPID-P-0509,1.05661193,0.465318587,non significant
LIPID-P-0510,0.95673614,0.631592495,non significant
LIPID-P-0512,1.103563824,0.210062056,non significant
LIPID-P-0513,1.120501092,0.890037597,non significant
LIPID-P-0514,1.121362453,0.946827423,non significant
LIPID-P-0519,1.145814777,0.54879725,non significant
LIPID-P-0520,0.972734986,0.665145356,non significant
LIPID-P-0521,0.894728188,0.281421672,non significant
LIPID-P-0524,0.953022063,0.406609639,non significant
LIPID-P-0525,0.928611458,0.249279012,non significant
LIPID-P-0528,1.072676387,0.753734383,non significant
LIPID-P-0530,0.989217144,0.876435613,non significant
LIPID-P-0531,0.779918051,0.008342176,Lower in MCI
LIPID-P-0532,0.912328101,0.158149383,non significant
LIPID-P-0533,0.894603589,0.107914566,non significant
LIPID-P-0535,0.84046054,0.011988797,Lower in MCI
LIPID-P-0536,0.826637851,0.006109132,Lower in MCI
LIPID-P-0537,0.858141967,0.032207357,Lower in MCI
LIPID-P-0538,0.901196567,0.109310134,non significant
LIPID-P-0543,0.8604343,0.023408471,Lower in MCI
LIPID-P-0544,0.741097217,5.10E-05,Lower in MCI
LIPID-P-0545,0.751077628,0.000109078,Lower in MCI
LIPID-P-0546,0.85248836,0.019463734,Lower in MCI
LIPID-P-0547,0.923689975,0.310538944,non significant
LIPID-P-0548,0.988116938,0.884706664,non significant
LIPID-P-0549,0.811502408,0.002131464,Lower in MCI
LIPID-P-0550,0.807786654,0.037228627,Lower in MCI
LIPID-P-0551,0.806385543,0.017984225,Lower in MCI
LIPID-P-0553,0.618783189,0.007281784,Lower in MCI
LIPID-P-0554,0.889819123,0.019463734,Lower in MCI
LIPID-P-0555,0.864079151,0.051775353,non significant
LIPID-P-0556,0.88295177,0.437302064,non significant
LIPID-P-0557,0.971097431,0.780921188,non significant
LIPID-P-0558,1.022752055,0.876435613,non significant
LIPID-P-0559,0.921507034,0.289221192,non significant
LIPID-P-0560,0.957273204,0.472258,non significant
LIPID-P-0561,0.924759316,0.709650999,non significant
LIPID-P-0562,1.017773377,0.898393157,non significant
LIPID-P-0563,1.031666935,0.830216993,non significant
LIPID-P-0564,0.87150811,0.135967515,non significant
LIPID-P-0565,0.843148293,0.019463734,Lower in MCI
LIPID-P-0566,0.976293591,0.73333133,non significant
LIPID-P-0567,0.937630345,0.469615229,non significant
LIPID-P-0568,0.823004122,0.007999093,Lower in MCI
LIPID-P-0569,0.851412554,0.025087202,Lower in MCI
LIPID-P-0577,1.177025014,0.571085812,non significant
LIPID-P-0578,1.129162109,0.707403709,non significant
LIPID-P-0580,1.014611918,0.813522801,non significant
LIPID-P-0581,0.930748671,0.512851389,non significant
LIPID-P-0585,0.857298303,0.434200765,non significant
LIPID-P-0586,0.909747905,0.452199992,non significant
LIPID-P-0587,0.902011922,0.281421672,non significant
LIPID-P-0588,0.937382204,0.44424655,non significant
LIPID-P-0595,1.072336927,0.995461802,non significant
LIPID-P-0603,0.943618362,0.810479088,non significant
LIPID-P-0610,1.093080234,0.945131558,non significant
LIPID-P-0612,1.134853764,0.515203951,non significant
LIPID-P-0617,0.935655707,0.995939845,non significant
LIPID-P-0618,0.970532006,0.727083989,non significant
LIPID-P-0623,0.967708971,0.582120971,non significant
LIPID-P-0626,0.960135935,0.52264914,non significant
LIPID-P-0629,0.842678722,0.103064265,non significant
LIPID-P-0630,0.870092472,0.083340821,non significant
LIPID-P-0631,0.822014196,0.045432993,Lower in MCI
LIPID-P-0637,0.829546639,0.039501472,Lower in MCI
LIPID-P-0640,0.806876824,0.007281784,Lower in MCI
LIPID-P-0642,0.777979597,0.002131464,Lower in MCI
LIPID-P-0647,0.794500066,0.004368028,Lower in MCI
LIPID-P-0648,0.711752232,0.019824233,Lower in MCI
LIPID-P-0649,0.793708095,0.019463734,Lower in MCI
LIPID-P-0650,0.872728623,0.126987246,non significant
LIPID-P-0652,0.887235995,0.08923685,non significant
LIPID-P-0654,0.829117438,0.045432993,Lower in MCI
LIPID-P-0657,0.853439466,0.208372146,non significant
LIPID-P-0658,0.808286234,0.011026026,Lower in MCI
LIPID-P-0660,0.781245622,0.006109132,Lower in MCI
LIPID-P-0661,1.027102547,0.445699201,non significant
LIPID-P-0662,0.786161162,0.007281784,Lower in MCI
LIPID-P-0663,0.813159423,0.011233534,Lower in MCI
LIPID-P-0664,0.824638922,0.029291812,Lower in MCI
LIPID-P-0727,0.792154115,0.040926218,Lower in MCI
LIPID-P-0728,0.760676465,0.762780909,non significant
LIPID-P-0729,0.793697367,0.001867011,Lower in MCI
LIPID-P-0730,0.963134194,0.598606523,non significant
LIPID-P-0731,0.897230126,0.065902032,non significant
LIPID-P-0732,0.97609893,0.761297524,non significant
LIPID-P-0734,0.884525717,0.267199285,non significant
LIPID-P-0735,0.789716975,0.048398869,Lower in MCI
LIPID-P-0736,0.796735626,0.002131464,Lower in MCI
LIPID-P-0737,0.838891705,0.009969733,Lower in MCI
LIPID-P-0738,0.943625749,0.103064265,non significant
LIPID-P-0739,0.884526913,0.045432993,Lower in MCI
LIPID-P-0740,0.889512617,0.016723884,Lower in MCI
LIPID-P-0741,0.836570777,0.001867011,Lower in MCI
LIPID-P-0742,0.854628429,0.003403494,Lower in MCI
LIPID-P-0743,0.79786681,0.003822933,Lower in MCI
LIPID-P-0744,0.857842606,0.015804316,Lower in MCI
LIPID-P-0745,0.849616292,0.016203922,Lower in MCI
LIPID-P-0746,0.887587811,0.073568234,non significant
LIPID-P-0748,0.875461867,0.038891265,Lower in MCI
LIPID-P-0749,0.884244891,0.1982172,non significant
LIPID-P-0750,0.897586811,0.029291812,Lower in MCI
LIPID-P-0751,0.863841023,0.011988797,Lower in MCI
LIPID-P-0752,0.88615817,0.011988797,Lower in MCI
LIPID-P-0754,0.899950369,0.030848223,Lower in MCI
LIPID-P-0755,0.725640043,0.013513738,Lower in MCI
LIPID-P-0756,0.866728347,0.013513738,Lower in MCI
LIPID-P-0757,0.860953706,0.020844399,Lower in MCI
LIPID-P-0758,0.974049258,0.797100658,non significant
LIPID-P-0759,0.943952267,0.554373652,non significant
LIPID-P-0760,0.978906805,0.739874156,non significant
LIPID-P-0761,0.835786426,0.002763882,Lower in MCI
LIPID-P-0762,0.85698004,0.013040825,Lower in MCI
LIPID-P-0763,0.942672173,0.323855098,non significant
LIPID-P-0764,0.865839226,0.045432993,Lower in MCI
LIPID-P-0765,0.963379159,0.615932185,non significant
LIPID-P-0766,0.918288566,0.30988763,non significant
LIPID-P-0767,0.975918609,0.739874156,non significant
LIPID-P-0768,0.930696326,0.331826565,non significant
LIPID-P-0769,0.70295722,0.173695656,non significant
LIPID-P-0771,0.311740992,0.477581215,non significant
LIPID-P-0772,0.556368001,0.267199285,non significant
LIPID-P-0773,0.600932197,0.482617642,non significant
LIPID-P-0777,0.755151735,0.281421672,non significant
LIPID-P-0780,0.884943413,0.829882306,non significant
LIPID-P-0782,0.833077847,0.468584854,non significant
LIPID-P-0783,0.694345712,0.289221192,non significant
LIPID-P-0784,0.816384785,0.456169518,non significant
LIPID-P-0785,0.905980604,0.547522847,non significant
LIPID-P-0786,1.005552865,0.615707104,non significant
LIPID-P-0787,0.956479393,0.636155863,non significant
LIPID-P-0788,1.005462619,0.668401588,non significant
LIPID-P-0789,0.965897407,0.54879725,non significant
LIPID-P-0791,0.967275948,0.606062449,non significant
LIPID-P-0793,0.9755479,0.661073084,non significant
LIPID-P-0794,0.978393231,0.775678407,non significant
LIPID-P-0798,0.937048371,0.46704513,non significant
LIPID-P-0802,0.97272876,0.865514348,non significant
LIPID-P-0804,0.945316801,0.599559098,non significant
LIPID-P-0819,1.085701105,0.636633513,non significant
LIPID-P-0820,0.882069061,0.301731182,non significant
LIPID-P-0822,0.584247985,0.318999671,non significant
LIPID-P-0823,0.899377999,0.668401588,non significant
LIPID-P-0824,0.967769657,0.512851389,non significant
LIPID-P-0827,0.944716661,0.797559738,non significant
LIPID-P-0828,0.947281125,0.536138368,non significant
LIPID-P-0829,0.728103034,0.636585959,non significant
LIPID-P-0831,0.861907491,0.837326244,non significant
LIPID-P-0833,0.84825682,0.617621911,non significant
LIPID-P-0834,0.974666542,0.810653028,non significant
LIPID-P-0835,0.966186887,0.876435613,non significant
LIPID-P-0836,0.894849086,0.631592495,non significant
LIPID-P-0837,0.998177013,0.803359302,non significant
LIPID-P-0842,0.952511819,0.654248377,non significant
LIPID-P-0845,0.922749153,0.576576415,non significant
LIPID-P-0846,0.927072033,0.506815203,non significant
LIPID-P-0848,0.902026613,0.364492865,non significant
LIPID-P-0849,0.890963494,0.458938389,non significant
LIPID-P-0851,1.105741992,0.747341389,non significant
LIPID-P-0852,0.879211085,0.362907648,non significant
LIPID-P-0853,0.844530839,0.363591121,non significant
LIPID-P-0858,0.790604488,0.312872759,non significant
LIPID-P-0880,0.504543878,0.187334349,non significant
LIPID-P-0884,0.985718722,0.66569842,non significant
LIPID-P-0885,0.845337628,0.421346022,non significant
LIPID-P-0886,0.611470704,0.301266605,non significant
LIPID-P-0893,0.795124537,0.418679565,non significant
LIPID-P-0894,0.883289891,0.582120971,non significant
LIPID-P-0898,0.823662734,0.323855098,non significant
LIPID-P-0900,0.855628399,0.465318587,non significant
LIPID-P-0901,0.926287357,0.667907942,non significant
LIPID-P-0902,0.882822498,0.516813342,non significant
LIPID-P-0904,0.938797875,0.713744559,non significant
LIPID-P-0906,1.016489103,0.978812999,non significant
LIPID-P-0907,0.865959276,0.347914725,non significant
LIPID-P-0908,0.885629456,0.451092496,non significant
LIPID-P-0911,0.984832657,0.894551135,non significant
LIPID-P-0913,0.945807838,0.712846149,non significant
LIPID-P-0915,0.966093042,0.77780654,non significant
LIPID-P-0917,0.96284657,0.751539684,non significant
LIPID-P-0918,1.168030272,0.803359302,non significant
LIPID-P-0921,0.959534417,0.712846149,non significant
LIPID-P-0922,0.962404442,0.665145356,non significant
LIPID-P-0924,1.054550383,0.968323096,non significant
LIPID-P-0925,1.053219908,0.958001856,non significant
LIPID-P-0933,1.064237359,0.810617954,non significant
LIPID-P-0935,2.071829877,0.775449672,non significant
LIPID-P-0936,0.765458085,0.261877137,non significant
LIPID-P-0955,0.877908033,0.709650999,non significant
LIPID-P-0956,0.741767568,0.310538944,non significant
LIPID-P-0957,0.944627344,0.633137903,non significant
LIPID-P-0961,0.812718807,0.412892912,non significant
LIPID-P-0962,0.751010031,0.348970294,non significant
LIPID-P-0965,0.826028839,0.464965712,non significant
LIPID-P-0968,0.916469845,0.775449672,non significant
LIPID-P-0970,0.917413423,0.664783725,non significant
LIPID-P-0971,0.917763688,0.571085812,non significant
LIPID-P-0972,0.965548006,0.769420764,non significant
LIPID-P-0973,0.941842566,0.666954449,non significant
LIPID-P-0974,0.97727964,0.804700562,non significant
LIPID-P-0977,0.998044452,0.923132352,non significant
LIPID-P-0978,0.914045861,0.377304743,non significant
LIPID-P-0979,0.956968162,0.644468837,non significant
LIPID-P-0981,1.01633231,0.93415409,non significant
LIPID-P-0982,0.933303703,0.52264914,non significant
LIPID-P-0983,1.052259924,0.968323096,non significant
LIPID-P-0984,0.966907923,0.633137903,non significant
LIPID-P-0987,0.938302562,0.476637102,non significant
LIPID-P-0988,0.931411171,0.527883928,non significant
LIPID-P-0991,1.009930047,0.884032255,non significant
LIPID-P-0994,0.968357036,0.782313351,non significant
LIPID-P-0999,1.055915221,0.946827423,non significant
LIPID-P-1000,1.741847743,0.773237717,non significant
LIPID-P-1001,0.959661706,0.621820346,non significant
LIPID-P-1026,0.507916993,0.109802219,non significant
LIPID-P-1028,0.807358317,0.590702408,non significant
LIPID-P-1029,0.936548321,0.707403709,non significant
LIPID-P-1030,0.987133031,0.803359302,non significant
LIPID-P-1031,0.798875157,0.381039062,non significant
LIPID-P-1032,0.886791238,0.640236586,non significant
LIPID-P-1033,0.996068094,0.810479088,non significant
LIPID-P-1036,0.920188084,0.530123388,non significant
LIPID-P-1037,1.008433297,0.967260554,non significant
LIPID-P-1040,1.022609165,0.942931942,non significant
LIPID-P-1042,0.89640308,0.23031014,non significant
LIPID-P-1043,0.994547574,0.831895731,non significant
LIPID-P-1046,1.094193559,0.933243893,non significant
LIPID-P-1048,0.938501418,0.403831986,non significant
LIPID-P-1052,0.887187495,0.372474508,non significant
LIPID-P-1056,0.847313622,0.281979927,non significant
LIPID-P-1060,0.991830398,0.837326244,non significant
LIPID-P-1061,0.987632704,0.892330381,non significant
LIPID-P-1062,0.98487027,0.805618699,non significant
LIPID-P-1068,1.804498056,0.736860635,non significant
LIPID-P-1082,0.849023724,0.503361461,non significant
LIPID-P-1086,1.063722014,0.967964479,non significant
LIPID-P-1087,0.92556973,0.615707104,non significant
LIPID-P-1088,0.88564573,0.512851389,non significant
LIPID-P-1089,1.035349142,0.876435613,non significant
LIPID-P-1090,0.958959961,0.995259541,non significant
LIPID-P-1092,0.922462775,0.472258,non significant
